lnfuture lnspot    cost
6.09492  6.09578  -0.103760
6.09515  6.09585  -0.103760
6.09504  6.09580  -0.103760
6.09515  6.09598  -0.103760
6.09515  6.09585  -0.103760
6.09504  6.09585  -0.103760
6.09481  6.09571  -0.103760
6.09458  6.09587  -0.103760
6.09470  6.09591  -0.103760
6.09458  6.09589  -0.103760
6.09504  6.09580  -0.103760
6.09481  6.09576  -0.103760
6.09470  6.09569  -0.103760
6.09470  6.09569  -0.103760
6.09481  6.09569  -0.103760
6.09458  6.09564  -0.103760
6.09458  6.09567  -0.103760
6.09481  6.09567  -0.103760
6.09470  6.09562  -0.103760
6.09481  6.09562  -0.103760
6.09492  6.09567  -0.103760
6.09492  6.09555  -0.103760
6.09481  6.09564  -0.103760
6.09492  6.09555  -0.103760
6.09492  6.09560  -0.103760
6.09492  6.09560  -0.103760
6.09470  6.09574  -0.103760
6.09470  6.09578  -0.103760
6.09413  6.09596  -0.103760
6.09481  6.09591  -0.103760
6.09470  6.09594  -0.103760
6.09470  6.09580  -0.103760
6.09458  6.09571  -0.103760
6.09470  6.09574  -0.103760
6.09436  6.09571  -0.103760
6.09447  6.09571  -0.103760
6.09447  6.09571  -0.103760
6.09425  6.09576  -0.103760
6.09436  6.09585  -0.103760
6.09425  6.09567  -0.103760
6.09436  6.09569  -0.103760
6.09447  6.09569  -0.103760
6.09458  6.09571  -0.103760
6.09436  6.09576  -0.103760
6.09425  6.09560  -0.103760
6.09436  6.09555  -0.103760
6.09458  6.09564  -0.103760
6.09447  6.09569  -0.103760
6.09458  6.09571  -0.103760
6.09481  6.09576  -0.103760
6.09470  6.09567  -0.103760
6.09481  6.09574  -0.103760
6.09481  6.09589  -0.103760
6.09492  6.09594  -0.103760
6.09458  6.09578  -0.103760
6.09458  6.09585  -0.103760
6.09470  6.09591  -0.103760
6.09470  6.09587  -0.103760
6.09470  6.09594  -0.103760
6.09470  6.09583  -0.103760
6.09470  6.09585  -0.103760
6.09447  6.09574  -0.103760
6.09458  6.09583  -0.103760
6.09458  6.09571  -0.103760
6.09436  6.09567  -0.103760
6.09436  6.09571  -0.103760
6.09447  6.09574  -0.103760
6.09458  6.09571  -0.103760
6.09436  6.09562  -0.103760
6.09425  6.09558  -0.103760
6.09425  6.09551  -0.103760
6.09458  6.09558  -0.103760
6.09436  6.09546  -0.103760
6.09447  6.09549  -0.103760
6.09470  6.09551  -0.103760
6.09470  6.09546  -0.103760
6.09470  6.09551  -0.103760
6.09481  6.09555  -0.103760
6.09504  6.09555  -0.103760
6.09504  6.09560  -0.103760
6.09515  6.09569  -0.103760
6.09504  6.09564  -0.103760
6.09526  6.09569  -0.103760
6.09537  6.09571  -0.103760
6.09504  6.09569  -0.103760
6.09515  6.09571  -0.103760
6.09560  6.09571  -0.103760
6.09583  6.09571  -0.103760
6.09583  6.09594  -0.103760
6.09583  6.09600  -0.103760
6.09583  6.09605  -0.103760
6.09571  6.09607  -0.103760
6.09583  6.09600  -0.103760
6.09583  6.09596  -0.103760
6.09571  6.09603  -0.103760
6.09583  6.09616  -0.103760
6.09571  6.09619  -0.103760
6.09560  6.09619  -0.103760
6.09560  6.09627  -0.103760
6.09583  6.09621  -0.103760
6.09583  6.09625  -0.103760
6.09594  6.09630  -0.103760
6.09605  6.09632  -0.103760
6.09616  6.09625  -0.103760
6.09616  6.09632  -0.103760
6.09627  6.09641  -0.103760
6.09605  6.09650  -0.103760
6.09594  6.09661  -0.103760
6.09616  6.09661  -0.103760
6.09627  6.09661  -0.103760
6.09616  6.09668  -0.103760
6.09605  6.09661  -0.103760
6.09605  6.09663  -0.103760
6.09605  6.09668  -0.103760
6.09594  6.09675  -0.103760
6.09605  6.09682  -0.103760
6.09616  6.09686  -0.103760
6.09650  6.09663  -0.103760
6.09672  6.09668  -0.103760
6.09639  6.09661  -0.103760
6.09627  6.09677  -0.103760
6.09627  6.09677  -0.103760
6.09616  6.09666  -0.103760
6.09605  6.09668  -0.103760
6.09616  6.09668  -0.103760
6.09605  6.09682  -0.103760
6.09616  6.09672  -0.103760
6.09616  6.09684  -0.103760
6.09616  6.09684  -0.103760
6.09605  6.09688  -0.103760
6.09605  6.09679  -0.103760
6.09616  6.09682  -0.103760
6.09605  6.09688  -0.103760
6.09605  6.09686  -0.103760
6.09605  6.09702  -0.103760
6.09605  6.09697  -0.103760
6.09583  6.09699  -0.103760
6.09560  6.09704  -0.103760
6.09560  6.09699  -0.103760
6.09560  6.09704  -0.103760
6.09504  6.09688  -0.103760
6.09549  6.09675  -0.103760
6.09537  6.09672  -0.103760
6.09537  6.09677  -0.103760
6.09537  6.09670  -0.103760
6.09560  6.09682  -0.103760
6.09537  6.09663  -0.103760
6.09526  6.09661  -0.103760
6.09515  6.09663  -0.103760
6.09537  6.09666  -0.103760
6.09549  6.09668  -0.103760
6.09537  6.09648  -0.103760
6.09526  6.09652  -0.103760
6.09549  6.09663  -0.103760
6.09560  6.09670  -0.103760
6.09537  6.09668  -0.103760
6.09537  6.09675  -0.103760
6.09537  6.09672  -0.103760
6.09549  6.09670  -0.103760
6.09549  6.09668  -0.103760
6.09571  6.09657  -0.103760
6.09583  6.09652  -0.103760
6.09583  6.09650  -0.103760
6.09594  6.09655  -0.103760
6.09583  6.09655  -0.103760
6.09537  6.09666  -0.103760
6.09560  6.09668  -0.103760
6.09571  6.09663  -0.103760
6.09571  6.09661  -0.103760
6.09571  6.09668  -0.103760
6.09571  6.09666  -0.103760
6.09560  6.09663  -0.103760
6.09560  6.09670  -0.103760
6.09560  6.09655  -0.103760
6.09560  6.09666  -0.103760
6.09549  6.09670  -0.103760
6.09560  6.09672  -0.103760
6.09560  6.09663  -0.103760
6.09549  6.09657  -0.103760
6.09560  6.09661  -0.103760
6.09537  6.09661  -0.103760
6.09537  6.09668  -0.103760
6.09526  6.09659  -0.103760
6.09526  6.09663  -0.103760
6.09526  6.09672  -0.103760
6.09481  6.09670  -0.103760
6.09504  6.09655  -0.103760
6.09515  6.09634  -0.103760
6.09515  6.09623  -0.103760
6.09515  6.09607  -0.103760
6.09504  6.09589  -0.103760
6.09492  6.09591  -0.103760
6.09447  6.09587  -0.103760
6.09458  6.09578  -0.103760
6.09470  6.09574  -0.103760
6.09470  6.09569  -0.103760
6.09470  6.09574  -0.103760
6.09402  6.09567  -0.103760
6.09357  6.09569  -0.103760
6.09357  6.09481  -0.103760
6.09380  6.09465  -0.103760
6.09391  6.09452  -0.103760
6.09391  6.09458  -0.103760
6.09391  6.09465  -0.103760
6.09391  6.09465  -0.103760
6.09346  6.09472  -0.103760
6.09255  6.09468  -0.103760
6.09267  6.09398  -0.103760
6.09278  6.09350  -0.103760
6.09301  6.09341  -0.103760
6.09323  6.09343  -0.103760
6.09357  6.09357  -0.103760
6.09346  6.09362  -0.103760
6.09346  6.09350  -0.103760
6.09323  6.09362  -0.103760
6.09334  6.09364  -0.103760
6.09368  6.09366  -0.103760
6.09380  6.09368  -0.103760
6.09380  6.09368  -0.103760
6.09413  6.09357  -0.103760
6.09402  6.09373  -0.103760
6.09413  6.09411  -0.103760
6.09368  6.09411  -0.103760
6.09357  6.09409  -0.103760
6.09380  6.09402  -0.103760
6.09368  6.09391  -0.103760
6.09368  6.09391  -0.103760
6.09357  6.09389  -0.103760
6.09357  6.09404  -0.103760
6.09346  6.09411  -0.103760
6.09380  6.09422  -0.103760
6.09334  6.09409  -0.103760
6.09357  6.09420  -0.103760
6.09380  6.09431  -0.103760
6.09402  6.09441  -0.103760
6.09458  6.09445  -0.103760
6.09470  6.09458  -0.103760
6.09436  6.09461  -0.103760
6.09481  6.09474  -0.103760
6.09447  6.09481  -0.103760
6.09436  6.09481  -0.103760
6.09447  6.09486  -0.103760
6.09425  6.09486  -0.103760
6.09447  6.09495  -0.103760
6.09425  6.09501  -0.103760
6.09436  6.09504  -0.103760
6.09447  6.09510  -0.103760
6.09458  6.09508  -0.103760
6.09470  6.09515  -0.103760
6.09492  6.09522  -0.103760
6.09470  6.09535  -0.103760
6.09436  6.09519  -0.103760
6.09458  6.09526  -0.103760
6.09447  6.09533  -0.103760
6.09436  6.09517  -0.103760
6.09447  6.09513  -0.103760
6.09425  6.09517  -0.103760
6.09413  6.09519  -0.103760
6.09413  6.09513  -0.103760
6.09380  6.09508  -0.103760
6.09380  6.09499  -0.103760
6.09402  6.09513  -0.103760
6.09425  6.09501  -0.103760
6.09402  6.09499  -0.103760
6.09413  6.09492  -0.103760
6.09368  6.09472  -0.083080
6.09346  6.09465  -0.083080
6.09312  6.09504  -0.083080
6.09346  6.09481  -0.083080
6.09380  6.09472  -0.083080
6.09357  6.09470  -0.083080
6.09402  6.09470  -0.083080
6.09413  6.09463  -0.083080
6.09380  6.09470  -0.083080
6.09380  6.09470  -0.083080
6.09380  6.09481  -0.083080
6.09357  6.09456  -0.083080
6.09323  6.09452  -0.083080
6.09323  6.09445  -0.083080
6.09278  6.09427  -0.083080
6.09267  6.09413  -0.083080
6.09222  6.09395  -0.083080
6.09267  6.09364  -0.083080
6.09255  6.09328  -0.083080
6.09267  6.09312  -0.083080
6.09222  6.09307  -0.083080
6.09244  6.09298  -0.083080
6.09289  6.09296  -0.083080
6.09165  6.09287  -0.083080
6.09154  6.09285  -0.083080
6.09165  6.09276  -0.083080
6.09176  6.09262  -0.083080
6.09222  6.09276  -0.083080
6.09267  6.09260  -0.083080
6.09244  6.09258  -0.083080
6.09233  6.09264  -0.083080
6.09289  6.09273  -0.083080
6.09301  6.09287  -0.083080
6.09267  6.09271  -0.083080
6.09255  6.09282  -0.083080
6.09323  6.09282  -0.083080
6.09357  6.09307  -0.083080
6.09357  6.09337  -0.083080
6.09334  6.09341  -0.083080
6.09323  6.09359  -0.083080
6.09323  6.09375  -0.083080
6.09357  6.09375  -0.083080
6.09346  6.09366  -0.083080
6.09312  6.09355  -0.083080
6.09334  6.09357  -0.083080
6.09323  6.09371  -0.083080
6.09312  6.09366  -0.083080
6.09357  6.09389  -0.083080
6.09413  6.09398  -0.083080
6.09425  6.09395  -0.083080
6.09380  6.09420  -0.083080
6.09402  6.09434  -0.083080
6.09334  6.09441  -0.083080
6.09323  6.09452  -0.083080
6.09312  6.09449  -0.083080
6.09334  6.09447  -0.083080
6.09346  6.09452  -0.083080
6.09346  6.09447  -0.083080
6.09357  6.09481  -0.083080
6.09323  6.09461  -0.083080
6.09289  6.09452  -0.083080
6.09289  6.09422  -0.083080
6.09267  6.09404  -0.083080
6.09267  6.09386  -0.083080
6.09289  6.09393  -0.083080
6.09301  6.09393  -0.083080
6.09255  6.09375  -0.083080
6.09244  6.09357  -0.083080
6.09267  6.09350  -0.083080
6.09289  6.09346  -0.083080
6.09312  6.09348  -0.083080
6.09334  6.09357  -0.083080
6.09323  6.09352  -0.083080
6.09323  6.09352  -0.083080
6.09323  6.09359  -0.083080
6.09323  6.09359  -0.083080
6.09334  6.09371  -0.083080
6.09334  6.09375  -0.083080
6.09323  6.09380  -0.083080
6.09323  6.09371  -0.083080
6.09323  6.09389  -0.083080
6.09278  6.09371  -0.083080
6.09301  6.09366  -0.083080
6.09267  6.09375  -0.083080
6.09278  6.09371  -0.083080
6.09278  6.09377  -0.083080
6.09244  6.09382  -0.083080
6.09255  6.09371  -0.083080
6.09278  6.09362  -0.083080
6.09312  6.09364  -0.083080
6.09312  6.09377  -0.083080
6.09334  6.09382  -0.083080
6.09334  6.09386  -0.083080
6.09346  6.09382  -0.083080
6.09391  6.09373  -0.083080
6.09391  6.09380  -0.083080
6.09346  6.09391  -0.083080
6.09357  6.09395  -0.083080
6.09357  6.09395  -0.083080
6.09357  6.09398  -0.083080
6.09346  6.09407  -0.083080
6.09357  6.09395  -0.083080
6.09357  6.09398  -0.083080
6.09368  6.09402  -0.083080
6.09380  6.09416  -0.083080
6.09380  6.09402  -0.083080
6.09425  6.09404  -0.083080
6.09402  6.09409  -0.083080
6.09436  6.09407  -0.083080
6.09470  6.09429  -0.083080
6.09481  6.09449  -0.083080
6.09470  6.09461  -0.083080
6.09458  6.09468  -0.083080
6.09425  6.09474  -0.083080
6.09402  6.09481  -0.083080
6.09391  6.09490  -0.083080
6.09391  6.09492  -0.083080
6.09380  6.09495  -0.083080
6.09312  6.09479  -0.083080
6.09334  6.09470  -0.083080
6.09346  6.09468  -0.083080
6.09357  6.09472  -0.083080
6.09346  6.09465  -0.083080
6.09368  6.09472  -0.083080
6.09368  6.09465  -0.083080
6.09357  6.09470  -0.083080
6.09346  6.09465  -0.083080
6.09368  6.09472  -0.083080
6.09368  6.09474  -0.083080
6.09357  6.09477  -0.083080
6.09357  6.09483  -0.083080
6.09357  6.09481  -0.083080
6.09357  6.09474  -0.083080
6.09368  6.09472  -0.083080
6.09357  6.09468  -0.083080
6.09368  6.09477  -0.083080
6.09380  6.09474  -0.083080
6.09357  6.09474  -0.083080
6.09368  6.09468  -0.083080
6.09402  6.09470  -0.083080
6.09402  6.09472  -0.083080
6.09391  6.09452  -0.083080
6.09380  6.09461  -0.083080
6.09380  6.09465  -0.083080
6.09357  6.09445  -0.083080
6.09346  6.09436  -0.083080
6.09346  6.09438  -0.083080
6.09312  6.09427  -0.083080
6.09323  6.09443  -0.083080
6.09334  6.09443  -0.083080
6.09312  6.09441  -0.083080
6.09289  6.09431  -0.083080
6.09301  6.09434  -0.083080
6.09289  6.09429  -0.083080
6.09301  6.09431  -0.083080
6.09289  6.09441  -0.083080
6.09289  6.09427  -0.083080
6.09312  6.09443  -0.083080
6.09312  6.09429  -0.083080
6.09289  6.09447  -0.083080
6.09278  6.09407  -0.083080
6.09244  6.09411  -0.083080
6.09255  6.09420  -0.083080
6.09244  6.09391  -0.083080
6.09233  6.09395  -0.083080
6.09255  6.09384  -0.083080
6.09233  6.09386  -0.083080
6.09233  6.09386  -0.083080
6.09244  6.09380  -0.083080
6.09244  6.09359  -0.083080
6.09267  6.09368  -0.083080
6.09255  6.09348  -0.083080
6.09255  6.09348  -0.083080
6.09244  6.09348  -0.083080
6.09244  6.09337  -0.083080
6.09278  6.09346  -0.083080
6.09267  6.09339  -0.083080
6.09222  6.09343  -0.083080
6.09222  6.09330  -0.083080
6.09267  6.09341  -0.083080
6.09233  6.09330  -0.083080
6.09199  6.09334  -0.083080
6.09199  6.09323  -0.083080
6.09210  6.09312  -0.083080
6.09222  6.09334  -0.083080
6.09233  6.09341  -0.083080
6.09233  6.09325  -0.083080
6.09222  6.09310  -0.083080
6.09210  6.09323  -0.083080
6.09222  6.09316  -0.083080
6.09210  6.09303  -0.083080
6.09210  6.09294  -0.083080
6.09199  6.09289  -0.083080
6.09210  6.09285  -0.083080
6.09199  6.09292  -0.083080
6.09176  6.09298  -0.083080
6.09199  6.09294  -0.083080
6.09154  6.09278  -0.083080
6.09165  6.09271  -0.083080
6.09165  6.09269  -0.083080
6.09165  6.09267  -0.083080
6.09176  6.09269  -0.083080
6.09199  6.09269  -0.083080
6.09244  6.09271  -0.083080
6.09222  6.09276  -0.083080
6.09199  6.09267  -0.083080
6.09199  6.09271  -0.083080
6.09165  6.09260  -0.083080
6.09154  6.09264  -0.083080
6.09097  6.09258  -0.083080
6.09120  6.09255  -0.083080
6.09131  6.09215  -0.083080
6.09142  6.09217  -0.083080
6.09108  6.09208  -0.083080
6.09086  6.09199  -0.083080
6.09165  6.09208  -0.083080
6.09120  6.09206  -0.083080
6.09142  6.09199  -0.083080
6.09131  6.09194  -0.083080
6.09131  6.09190  -0.083080
6.09131  6.09201  -0.083080
6.09063  6.09197  -0.083080
6.09063  6.09197  -0.083080
6.09029  6.09178  -0.083080
6.09018  6.09167  -0.083080
6.08995  6.09160  -0.083080
6.08995  6.09081  -0.083080
6.08961  6.09068  -0.083080
6.08973  6.09077  -0.083080
6.08995  6.09070  -0.083080
6.09018  6.09068  -0.083080
6.09007  6.09072  -0.083080
6.09018  6.09061  -0.083080
6.09029  6.09072  -0.083080
6.09029  6.09081  -0.083080
6.09029  6.09084  -0.083080
6.09063  6.09079  -0.083080
6.09063  6.09079  -0.083080
6.09052  6.09088  -0.083080
6.09029  6.09084  -0.083080
6.09029  6.09097  -0.083080
6.09007  6.09097  -0.083080
6.08950  6.09102  -0.083080
6.08984  6.09090  -0.083080
6.08995  6.09084  -0.083080
6.09007  6.09086  -0.083080
6.09029  6.09077  -0.083080
6.08995  6.09084  -0.083080
6.08939  6.09079  -0.083080
6.08984  6.09088  -0.083080
6.09018  6.09084  -0.083080
6.09029  6.09088  -0.083080
6.09131  6.09093  -0.083080
6.09086  6.09099  -0.083080
6.09086  6.09106  -0.083080
6.09052  6.09111  -0.083080
6.09052  6.09115  -0.083080
6.09052  6.09113  -0.083080
6.09052  6.09113  -0.083080
6.09040  6.09108  -0.083080
6.09052  6.09124  -0.083080
6.09086  6.09142  -0.083080
6.09086  6.09158  -0.083080
6.09097  6.09154  -0.083080
6.09120  6.09163  -0.083080
6.09120  6.09185  -0.083080
6.09063  6.09192  -0.083080
6.09052  6.09197  -0.083080
6.09040  6.09188  -0.083080
6.09029  6.09163  -0.083080
6.09108  6.09160  -0.083080
6.09086  6.09160  -0.083080
6.09040  6.09156  -0.083080
6.09040  6.09154  -0.083080
6.09097  6.09149  -0.083080
6.09108  6.09149  -0.083080
6.09063  6.09156  -0.083080
6.09086  6.09165  -0.083080
6.09074  6.09158  -0.083080
6.09052  6.09151  -0.083080
6.09063  6.09158  -0.083080
6.09007  6.09145  -0.083080
6.09040  6.09149  -0.083080
6.09018  6.09154  -0.083080
6.09063  6.09163  -0.083080
6.09063  6.09154  -0.083080
6.09108  6.09165  -0.083080
6.09120  6.09172  -0.083080
6.09120  6.09174  -0.083080
6.09120  6.09178  -0.083080
6.09154  6.09185  -0.083080
6.09165  6.09194  -0.083080
6.09176  6.09215  -0.083080
6.09165  6.09222  -0.083080
6.09154  6.09217  -0.083080
6.09154  6.09231  -0.083080
6.09154  6.09224  -0.083080
6.09154  6.09233  -0.083080
6.09142  6.09231  -0.083080
6.09142  6.09219  -0.083080
6.09142  6.09217  -0.083080
6.09142  6.09228  -0.083080
6.09131  6.09224  -0.083080
6.09108  6.09237  -0.083080
6.09108  6.09233  -0.083080
6.09120  6.09228  -0.083080
6.09108  6.09210  -0.083080
6.09131  6.09217  -0.083080
6.09131  6.09215  -0.083080
6.09108  6.09222  -0.083080
6.09108  6.09215  -0.083080
6.09086  6.09208  -0.083080
6.09120  6.09224  -0.083080
6.09176  6.09206  -0.083080
6.09222  6.09210  -0.083080
6.09210  6.09212  -0.083080
6.09188  6.09228  -0.083080
6.09176  6.09235  -0.083080
6.09108  6.09239  -0.083080
6.09142  6.09249  -0.083080
6.09165  6.09249  -0.083080
6.09165  6.09249  -0.083080
6.09165  6.09249  -0.083080
6.09165  6.09249  -0.083080
6.09210  6.09246  -0.083080
6.09222  6.09260  -0.083080
6.09222  6.09258  -0.083080
6.09188  6.09269  -0.083080
6.09199  6.09271  -0.083080
6.09165  6.09271  -0.083080
6.09165  6.09296  -0.083080
6.09176  6.09292  -0.083080
6.09176  6.09282  -0.083080
6.09210  6.09298  -0.083080
6.09210  6.09298  -0.083080
6.09210  6.09289  -0.083080
6.09199  6.09298  -0.083080
6.09210  6.09314  -0.083080
6.09165  6.09314  -0.083080
6.09176  6.09301  -0.083080
6.09188  6.09323  -0.083080
6.09188  6.09312  -0.083080
6.09210  6.09323  -0.083080
6.09210  6.09305  -0.083080
6.09188  6.09305  -0.083080
6.09154  6.09301  -0.083080
6.09176  6.09310  -0.083080
6.09176  6.09328  -0.083080
6.09210  6.09339  -0.083080
6.09210  6.09346  -0.083080
6.09222  6.09328  -0.083080
6.09233  6.09350  -0.083080
6.09289  6.09350  -0.083080
6.09278  6.09362  -0.083080
6.09278  6.09355  -0.083080
6.09289  6.09364  -0.083080
6.09255  6.09366  -0.083080
6.09267  6.09371  -0.083080
6.09267  6.09375  -0.083080
6.09255  6.09366  -0.083080
6.09244  6.09366  -0.083080
6.09222  6.09350  -0.083080
6.09244  6.09368  -0.083080
6.09233  6.09373  -0.083080
6.09233  6.09368  -0.083080
6.09244  6.09377  -0.083080
6.09244  6.09368  -0.083080
6.09222  6.09357  -0.083080
6.09188  6.09337  -0.083080
6.09210  6.09332  -0.083080
6.09188  6.09334  -0.083080
6.09188  6.09332  -0.083080
6.09176  6.09332  -0.083080
6.09176  6.09323  -0.083080
6.09199  6.09328  -0.083080
6.09492  6.09474  -0.033700
6.09537  6.09483  -0.033700
6.09650  6.09497  -0.033700
6.09650  6.09542  -0.033700
6.09605  6.09553  -0.033700
6.09605  6.09574  -0.033700
6.09627  6.09569  -0.033700
6.09605  6.09589  -0.033700
6.09627  6.09578  -0.033700
6.09616  6.09562  -0.033700
6.09571  6.09558  -0.033700
6.09560  6.09542  -0.033700
6.09549  6.09533  -0.033700
6.09560  6.09535  -0.033700
6.09583  6.09528  -0.033700
6.09571  6.09537  -0.033700
6.09560  6.09407  -0.033700
6.09549  6.09420  -0.033700
6.09560  6.09449  -0.033700
6.09594  6.09479  -0.033700
6.09616  6.09492  -0.033700
6.09583  6.09501  -0.033700
6.09560  6.09519  -0.033700
6.09571  6.09519  -0.033700
6.09560  6.09517  -0.033700
6.09583  6.09528  -0.033700
6.09571  6.09546  -0.033700
6.09571  6.09546  -0.033700
6.09605  6.09558  -0.033700
6.09594  6.09551  -0.033700
6.09605  6.09553  -0.033700
6.09627  6.09549  -0.033700
6.09661  6.09576  -0.033700
6.09729  6.09614  -0.033700
6.09785  6.09646  -0.033700
6.09852  6.09688  -0.033700
6.09908  6.09751  -0.033700
6.09875  6.09790  -0.033700
6.09841  6.09798  -0.033700
6.09864  6.09801  -0.033700
6.09785  6.09803  -0.033700
6.09807  6.09792  -0.033700
6.09796  6.09778  -0.033700
6.09796  6.09765  -0.033700
6.09785  6.09781  -0.033700
6.09807  6.09783  -0.033700
6.09807  6.09771  -0.033700
6.09819  6.09774  -0.033700
6.09785  6.09756  -0.033700
6.09819  6.09767  -0.033700
6.09875  6.09778  -0.033700
6.09886  6.09774  -0.033700
6.09841  6.09785  -0.033700
6.09796  6.09767  -0.033700
6.09852  6.09783  -0.033700
6.09864  6.09794  -0.033700
6.09852  6.09787  -0.033700
6.09841  6.09765  -0.033700
6.09852  6.09756  -0.033700
6.09864  6.09758  -0.033700
6.09852  6.09756  -0.033700
6.09841  6.09771  -0.033700
6.09807  6.09733  -0.033700
6.09807  6.09738  -0.033700
6.09852  6.09754  -0.033700
6.09830  6.09754  -0.033700
6.09807  6.09735  -0.033700
6.09819  6.09733  -0.033700
6.09841  6.09749  -0.033700
6.09841  6.09740  -0.033700
6.09841  6.09771  -0.033700
6.09830  6.09776  -0.033700
6.09830  6.09742  -0.033700
6.09819  6.09747  -0.033700
6.09830  6.09758  -0.033700
6.09830  6.09760  -0.033700
6.09852  6.09774  -0.033700
6.09852  6.09785  -0.033700
6.09852  6.09787  -0.033700
6.09852  6.09801  -0.033700
6.09841  6.09798  -0.033700
6.09819  6.09805  -0.033700
6.09841  6.09814  -0.033700
6.09852  6.09825  -0.033700
6.09852  6.09794  -0.033700
6.09852  6.09801  -0.033700
6.09841  6.09807  -0.033700
6.09830  6.09819  -0.033700
6.09864  6.09816  -0.033700
6.09830  6.09819  -0.033700
6.09807  6.09805  -0.033700
6.09751  6.09760  -0.033700
6.09796  6.09749  -0.033700
6.09785  6.09740  -0.033700
